"utc","phase","nested_vm_entries_sec","total_intercepts_sec","__guest_run_time","__hypervisor_run_time","msr_accesses_sec","hypercalls_sec","nested_page_fault_intercepts_sec","total_virtualization_instructions_emulated_sec","vmread_emulation_intercepts_sec","vmwrite_emulation_intercepts_sec","vmptrld_emulation_intercepts_sec","vmclear_emulation_intercepts_sec","vmxon_emulation_intercepts_sec","vmxoff_emulation_intercepts_sec","invept_single_context_emulation_intercepts_sec","invept_all_context_emulation_intercepts_sec","emulated_instructions_sec","page_fault_intercepts_sec","memory_intercept_messages_sec","io_intercept_messages_sec","other_intercepts_sec"
"2026-09-06T01:26:16.6920994Z","observe","0","96817.55","0.09","16.21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96581.36","0"
"2026-09-06T01:26:18.7198632Z","observe","0","108796.56","0.08","17.19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","108507.48","0"
"2026-09-06T01:26:20.7542230Z","observe","0","118791.62","0.09","18.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","118536.27","0"
"2026-09-06T01:26:22.7799551Z","observe","0","108696.16","0.14","18.03","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","108336.8","0"
"2026-09-06T01:26:24.8065739Z","observe","0","96798.15","0.23","17.97","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96441.13","0"
"2026-09-06T01:26:26.8433797Z","observe","0","109204.81","0.12","17.76","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","108868.25","0"
"2026-09-06T01:26:28.8890473Z","observe","0","111832.98","0.11","18.08","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","111563.73","0"
"2026-09-06T01:26:30.9191638Z","observe","0","89994.89","0.1","15.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","89743.99","0"
"2026-09-06T01:26:32.9477548Z","observe","0","99295.17","0.1","16.07","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99065.69","0"
"2026-09-06T01:26:34.9716529Z","observe","0","123511.42","0.09","19.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","123235.43","0"
"2026-09-06T01:26:37.0031842Z","observe","0","87687.07","0.09","14.64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","87436.22","0"
"2026-09-06T01:26:39.0492343Z","observe","0","119384.22","0.1","18.86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","119133","0"
"2026-09-06T01:26:41.0713284Z","observe","0","116886.81","0.11","18.78","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","116586.25","0"
"2026-09-06T01:26:43.1060558Z","observe","0","91731.85","0.09","14.82","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","91513.98","0"
"2026-09-06T01:26:45.1394246Z","observe","0","87709.86","0.08","14.13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","87470.98","0"
"2026-09-06T01:26:47.1493969Z","observe","0","98716.74","0.1","16.11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98484.78","0"
"2026-09-06T01:26:49.1791356Z","observe","0","111503.45","0.13","18.11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","111185.71","0"
"2026-09-06T01:26:51.2021202Z","observe","0","104962.5","0.09","17.06","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104815.05","0"
"2026-09-06T01:26:53.2300230Z","observe","0","119712.03","0.09","19.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","119433.02","0"
"2026-09-06T01:26:55.2901047Z","observe","0","91798.8","0.1","14.84","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","91555.56","0"
"2026-09-06T01:26:57.3274291Z","observe","0","110164.66","0.1","17.44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","109851.72","0"
"2026-09-06T01:26:59.3462712Z","observe","0","95267.56","0.1","15.21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","94997.65","0"
"2026-09-06T01:27:01.3820195Z","observe","0","101020.79","0.14","16.65","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100638.53","0"
"2026-09-06T01:27:03.4019454Z","observe","0","60741.03","0.11","10.26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60470.14","0"
"2026-09-06T01:27:05.4099733Z","observe","0","100362.7","0.16","16.96","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100017.26","0"
"2026-09-06T01:27:07.4380477Z","observe","0","103004.02","0.09","16.18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102771.29","0"
"2026-09-06T01:27:09.4533974Z","observe","0","85330.62","0.12","13.87","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","85092.15","0"
"2026-09-06T01:27:11.5151082Z","observe","0","114586.94","0.09","17.87","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","114368.7","0"
"2026-09-06T01:27:13.5409154Z","observe","0","108245.48","0.08","16.76","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","108010.65","0"
"2026-09-06T01:27:15.5706174Z","observe","0","118526.66","0.08","18.34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","118254.69","0"
"2026-09-06T01:27:17.5867235Z","observe","0","107400.21","0.08","16.78","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","107218.28","0"
"2026-09-06T01:27:19.6123391Z","observe","0","105227.17","0.08","16.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105031.44","0"
"2026-09-06T01:27:21.6398740Z","observe","0","82392.58","0.07","12.89","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","82206.68","0"
"2026-09-06T01:27:23.6653439Z","observe","0","117516.88","0.08","18.17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","117235.05","0"
